ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa
0.1041158004883153,0.1041158004883153,0.1041158004883153,0.6916637600279038,0.3866410882455528,0.1041158004883153
0.1536327379920236,0.1036934281255418,0.0827119819663603,0.7149297728455003,0.5449973989942778,0.0827119819663603
0.1670689655172413,0.2960344827586207,0.1241379310344827,0.7677586206896552,0.6493103448275862,0.1060344827586207
0.4495617803746348,0.2184224093486853,0.1670390101391991,0.762673998968895,0.6985736380821447,0.1950506959958755
0.455838454784899,0.4470588235294118,0.4719929762949956,0.7852502194907814,0.7211589113257243,0.5081650570676032
0.7218668971477961,0.6082973206568713,0.5896283491789109,0.8630942091616249,0.8202247191011236,0.6081244598098531
0.7387834722468523,0.6760063841106579,0.6593367618372051,0.8315304131938287,0.7827629012236212,0.6983507714133712
0.7027260179434093,0.7246376811594203,0.6996204278812974,0.8343685300207039,0.8107315389924086,0.722912353347136
0.7907056798623063,0.6939759036144578,0.7280550774526678,0.8376936316695353,0.8222030981067125,0.7969018932874354
0.8115793079821857,0.8007879410757108,0.7850291195614937,0.8591983556012333,0.8485782802329565,0.8271668379582049
