ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa,SVM
0.081967213114754,0.0647931303669008,0.081967213114754,0.4824355971896955,0.081967213114754,0.081967213114754,0.644808743169399
0.2917316692667707,0.0585023400936037,0.0530421216848674,0.6146645865834633,0.250390015600624,0.0530421216848674,0.641965678627145
0.2091757387247278,0.0793157076205287,0.0793157076205287,0.5606531881804043,0.2402799377916018,0.0793157076205287,0.6430793157076206
0.228110599078341,0.1152073732718894,0.0637480798771121,0.6513056835637481,0.4254992319508449,0.2365591397849462,0.7319508448540707
0.4026173979984603,0.2240184757505773,0.2224788298691301,0.6096997690531177,0.394919168591224,0.1393379522709776,0.6728252501924558
0.3886328725038402,0.2549923195084485,0.2027649769585253,0.695084485407066,0.4854070660522273,0.2488479262672811,0.7357910906298003
0.5606758832565284,0.3817204301075269,0.2665130568356375,0.6551459293394777,0.5529953917050692,0.3425499231950845,0.6966205837173579
0.4523076923076923,0.233076923076923,0.2246153846153846,0.5676923076923077,0.4146153846153846,0.2815384615384615,0.6369230769230769
0.3110599078341013,0.1889400921658986,0.1466973886328725,0.532258064516129,0.2135176651305683,0.1666666666666666,0.6490015360983102
0.5859133126934984,0.5928792569659442,0.4636222910216718,0.7639318885448917,0.413312693498452,0.6609907120743034,0.7755417956656346
